row_id,microbusiness_density
2164_2022-11-01,4.122834609435512
2170_2022-11-01,5.69857462168395
2180_2022-11-01,1.5240338504284994
2185_2022-11-01,1.2323830488083363
2188_2022-11-01,0.42484289779153994
2195_2022-11-01,3.126875326794931
2198_2022-11-01,3.5243128131828856
2220_2022-11-01,6.0435839065274095
2230_2022-11-01,6.36335305485357
2240_2022-11-01,4.08402363281317
2275_2022-11-01,5.479910438270033
2282_2022-11-01,4.5855777332174545
2290_2022-11-01,2.95903209041822
4001_2022-11-01,4.830522429420805
4003_2022-11-01,3.685842821076724
4005_2022-11-01,6.084859025297513
4007_2022-11-01,4.338025766374897
4009_2022-11-01,1.8267836085246727
4011_2022-11-01,1.2323830488083363
4012_2022-11-01,2.3074781034326373
4013_2022-11-01,14.67132155483763
4015_2022-11-01,4.737221677926278
4017_2022-11-01,3.706331260778975
4019_2022-11-01,6.715522514734901
4021_2022-11-01,4.566961765114936
4023_2022-11-01,4.507076553955298
4025_2022-11-01,8.661755789901719
4027_2022-11-01,2.071999768905925
5001_2022-11-01,1.5656543615065641
5003_2022-11-01,0.9377089149370018
5005_2022-11-01,3.297580503550246
5007_2022-11-01,6.040896715976791
5009_2022-11-01,3.231473440673135
5011_2022-11-01,0.8896392427997443
5013_2022-11-01,0.2826117966385765
5015_2022-11-01,6.152943213453983
5017_2022-11-01,1.1346950675524263
5019_2022-11-01,2.4492870699476184
5021_2022-11-01,0.6554315408172079
5023_2022-11-01,2.729895772292137
5025_2022-11-01,0.8066727277337191
5027_2022-11-01,1.367508644841461
5029_2022-11-01,2.6008458696264447
5031_2022-11-01,3.748497211115157
5033_2022-11-01,2.527886883424711
5035_2022-11-01,1.6168522896826418
5037_2022-11-01,1.6979411852062367
5039_2022-11-01,0.6651480725587376
5041_2022-11-01,0.8049237101233936
5043_2022-11-01,0.8827169866678922
5045_2022-11-01,4.236040155002652
5047_2022-11-01,1.2394390466959684
5049_2022-11-01,2.758491883547979
5051_2022-11-01,4.654041946878006
5053_2022-11-01,1.1144172790379476
5055_2022-11-01,2.3242988871981853
5057_2022-11-01,1.0113035206214924
5059_2022-11-01,1.6190240709707309
5061_2022-11-01,1.263290044424448
5063_2022-11-01,1.8382369410927573
5065_2022-11-01,1.5784254317622848
5067_2022-11-01,0.6865065491836617
5069_2022-11-01,1.4580531754844384
5071_2022-11-01,2.1758550710113354
5073_2022-11-01,0.9379401026923411
5075_2022-11-01,1.2255378759172069
5077_2022-11-01,0.6709146015359901
5079_2022-11-01,0.46703652717536837
5081_2022-11-01,1.0577625890751878
5083_2022-11-01,1.1708913257860714
5085_2022-11-01,3.0464289013298975
5087_2022-11-01,1.9421742320329123
5089_2022-11-01,2.8871161807590267
5091_2022-11-01,1.7146581907153704
5093_2022-11-01,1.6000396749166355
5095_2022-11-01,0.9406051271292079
5097_2022-11-01,2.1400566230985154
5099_2022-11-01,0.8376002824789995
5101_2022-11-01,2.387754151065088
5103_2022-11-01,1.3828061189596341
5105_2022-11-01,3.9042147262350078
5107_2022-11-01,1.1700044679419606
5109_2022-11-01,1.263290044424448
5111_2022-11-01,1.0365447502858687
5113_2022-11-01,2.0519935143755035
5115_2022-11-01,2.5438759967329814
5117_2022-11-01,0.6726636191463157
5119_2022-11-01,6.096745483691997
5121_2022-11-01,1.3931638071943522
5123_2022-11-01,0.6387789723682301
5125_2022-11-01,3.6153929331225507
5127_2022-11-01,0.5875983703149136
5129_2022-11-01,2.0633630486616505
5131_2022-11-01,4.348568076112467
5133_2022-11-01,0.7477680130891854
5135_2022-11-01,2.4219021404742205
5137_2022-11-01,2.1192345666606722
5139_2022-11-01,1.8481333961617892
5141_2022-11-01,1.8885718823965707
5143_2022-11-01,5.71670598495034
5145_2022-11-01,3.2933981172016447
5147_2022-11-01,1.2476805229265093
5149_2022-11-01,1.2029324259195768
6001_2022-11-01,10.257591083966824
6003_2022-11-01,4.495880086301693
6005_2022-11-01,13.583222796261023
6007_2022-11-01,6.4482682686050214
6009_2022-11-01,5.798002068691771
6011_2022-11-01,1.846238131887519
6013_2022-11-01,8.794766474682532
6015_2022-11-01,4.913702160469077
6017_2022-11-01,8.839513106681755
6019_2022-11-01,4.019950406301192
6021_2022-11-01,2.4473412133023116
6023_2022-11-01,6.689342662801104
6025_2022-11-01,2.0040534524577875
6027_2022-11-01,4.866995823667621
6029_2022-11-01,3.664177894977621
6031_2022-11-01,1.6945679222467105
6033_2022-11-01,14.564813054151236
6035_2022-11-01,2.381840025010137
6037_2022-11-01,14.67132155483763
6039_2022-11-01,3.6471814436440853
6041_2022-11-01,18.54350773128008
6043_2022-11-01,7.32497303932377
6045_2022-11-01,6.4482682686050214
6047_2022-11-01,1.8496037695366077
6049_2022-11-01,2.4204826007051166
6051_2022-11-01,8.74567129742389
6053_2022-11-01,5.600163903324303
6055_2022-11-01,15.91994201724108
6057_2022-11-01,16.634704619134343
6059_2022-11-01,16.96852607314773
6061_2022-11-01,17.667193621411748
6063_2022-11-01,4.50933126875651
6065_2022-11-01,6.679984863884451
6067_2022-11-01,7.173208689645944
6069_2022-11-01,5.027754129129293
6071_2022-11-01,6.189754546618445
6073_2022-11-01,16.728884901141733
6075_2022-11-01,18.824826332198647
6077_2022-11-01,3.818882575751195
6079_2022-11-01,16.70020301050353
6081_2022-11-01,16.798432839359627
6083_2022-11-01,9.060508709018777
6085_2022-11-01,11.570768313667442
6087_2022-11-01,11.421529550855178
6089_2022-11-01,6.340443615992768
6091_2022-11-01,3.4996356055440176
6093_2022-11-01,5.531315279886412
6095_2022-11-01,5.600219667069022
6097_2022-11-01,9.770674986816818
6099_2022-11-01,4.453947156780306
6101_2022-11-01,3.795811596194967
6103_2022-11-01,3.2571805583521916
6105_2022-11-01,3.6165844465500876
6107_2022-11-01,2.5733108993524523
6109_2022-11-01,6.952652627618803
6111_2022-11-01,16.69537387821203
6113_2022-11-01,5.327903893773274
6115_2022-11-01,3.096819999858148
8001_2022-11-01,5.325758230577608
8003_2022-11-01,2.9822735610114695
8005_2022-11-01,14.719471546065511
8007_2022-11-01,15.944343707184114
8009_2022-11-01,1.4028303730248783
8011_2022-11-01,0.9327091316256423
8013_2022-11-01,18.54350773128008
8014_2022-11-01,15.668498770415113
8015_2022-11-01,9.167802609608344
8017_2022-11-01,4.052973848788245
8019_2022-11-01,5.572935710332824
8021_2022-11-01,1.717557499958783
8023_2022-11-01,3.1407468169611024
8025_2022-11-01,0.8086398426345759
8027_2022-11-01,7.940020437383966
8029_2022-11-01,6.317067070692026
8031_2022-11-01,15.308346334717527
8033_2022-11-01,4.121765371571226
8035_2022-11-01,14.67132155483763
8037_2022-11-01,18.658959971367924
8039_2022-11-01,5.943030357042629
8041_2022-11-01,8.328536566489353
8043_2022-11-01,3.3106902350609038
8045_2022-11-01,9.450908690763402
8047_2022-11-01,9.478158205161465
8049_2022-11-01,15.944343707184114
8051_2022-11-01,13.932981023665162
8053_2022-11-01,13.015840586976571
8055_2022-11-01,6.834542452695553
8057_2022-11-01,3.3226681353936125
8059_2022-11-01,10.417855660641623
8061_2022-11-01,4.229739550634932
8063_2022-11-01,2.811234908570799
8065_2022-11-01,4.3192198860509246
8067_2022-11-01,9.770674986816818
8069_2022-11-01,8.946410391479265
8071_2022-11-01,3.7117534232363467
8073_2022-11-01,2.525941026779404
8075_2022-11-01,1.6534932991582962
8077_2022-11-01,6.096745483691997
8079_2022-11-01,8.355171647518118
8081_2022-11-01,3.1007517636416497
8083_2022-11-01,5.065567407525513
8085_2022-11-01,5.978991530136172
8087_2022-11-01,2.1146176072913474
8089_2022-11-01,2.0451280755462022
8091_2022-11-01,13.444179133450922
8093_2022-11-01,7.193780030269533
8095_2022-11-01,3.416139064350992
8097_2022-11-01,54.15154533151906
8099_2022-11-01,1.7357127730998945
8101_2022-11-01,3.2273278192572374
8103_2022-11-01,3.2015138891718293
8105_2022-11-01,76.72962796357231
8107_2022-11-01,17.614887971102675
8109_2022-11-01,4.792461515649164
8111_2022-11-01,20.509587604828535
8113_2022-11-01,21.901854353257125
8115_2022-11-01,2.059414052307024
8117_2022-11-01,17.343487038178818
8119_2022-11-01,9.608563388274144
8121_2022-11-01,2.0040534524577875
8123_2022-11-01,6.820543860714099
8125_2022-11-01,3.137507493539951
9001_2022-11-01,16.647931553986894
9003_2022-11-01,8.292557352819646
9005_2022-11-01,7.446294451903566
9007_2022-11-01,6.703700103218225
9009_2022-11-01,7.055683533838952
9011_2022-11-01,4.611390404269284
9013_2022-11-01,4.566961765114936
9015_2022-11-01,3.5944332171566056
10001_2022-11-01,6.930476741884677
10003_2022-11-01,22.494111420840934
10005_2022-11-01,76.72962796357231
11001_2022-11-01,19.532042876123697
12001_2022-11-01,5.25939799289457
12003_2022-11-01,1.7728891908826618
12005_2022-11-01,6.5463078306512665
12007_2022-11-01,2.0008463653173325
12009_2022-11-01,8.758835879838719
12011_2022-11-01,18.54350773128008
12013_2022-11-01,1.4432599078324293
12015_2022-11-01,7.068980038492761
12017_2022-11-01,5.035634850213022
12019_2022-11-01,6.952652627618803
12021_2022-11-01,16.62587057339706
12023_2022-11-01,3.535031267028351
12027_2022-11-01,1.505486748232193
12029_2022-11-01,1.3695226994757268
12031_2022-11-01,8.794766474682532
12033_2022-11-01,6.689342662801104
12035_2022-11-01,8.784221542444826
12037_2022-11-01,3.2347564913629046
12039_2022-11-01,2.432427523637451
12041_2022-11-01,2.5701735292796086
12043_2022-11-01,0.8066727277337191
12045_2022-11-01,4.709700124952233
12047_2022-11-01,1.3226942787611025
12049_2022-11-01,1.5544154673180821
12051_2022-11-01,2.4343733802827576
12053_2022-11-01,5.117667815103223
12055_2022-11-01,3.889077877654438
12057_2022-11-01,15.277093067508265
12059_2022-11-01,1.7912435811804204
12061_2022-11-01,9.798826248766154
12063_2022-11-01,1.7912435811804204
12065_2022-11-01,3.4015492771252616
12067_2022-11-01,0.9153868060903559
12069_2022-11-01,7.305889058601116
12071_2022-11-01,8.550423134717851
12073_2022-11-01,8.946410391479265
12075_2022-11-01,4.345004340862383
12077_2022-11-01,1.3217075672163552
12079_2022-11-01,1.6857747858518646
12081_2022-11-01,8.242980663084804
12083_2022-11-01,5.34970810092147
12085_2022-11-01,9.669203694143732
12086_2022-11-01,16.887652627109357
12087_2022-11-01,18.480004905353248
12089_2022-11-01,6.676414695483281
12091_2022-11-01,7.412100613856827
12093_2022-11-01,2.525941026779404
12095_2022-11-01,14.657191667117923
12097_2022-11-01,7.193780030269533
12099_2022-11-01,18.750914312623863
12101_2022-11-01,7.06216853960117
12103_2022-11-01,15.108513843231849
12105_2022-11-01,5.250034568772382
12107_2022-11-01,3.0596970218767257
12109_2022-11-01,16.705477672221257
12111_2022-11-01,6.656444994760204
12113_2022-11-01,5.7837095903340705
12115_2022-11-01,17.23349653420617
12117_2022-11-01,16.80528327327121
12119_2022-11-01,3.1617879352622293
12121_2022-11-01,3.358283683488437
12123_2022-11-01,2.2832146406466576
12125_2022-11-01,1.1767468580916327
12127_2022-11-01,7.529032119408141
12129_2022-11-01,3.839733965089998
12131_2022-11-01,33.31353236636781
12133_2022-11-01,1.7944418977850758
13001_2022-11-01,0.8697755058908557
13003_2022-11-01,0.9196507339220151
13005_2022-11-01,1.4243028502644628
13007_2022-11-01,1.237690029085643
13009_2022-11-01,2.4064471940791456
13011_2022-11-01,0.9626596499544857
13013_2022-11-01,5.951800007069955
13015_2022-11-01,4.5822033958127495
13017_2022-11-01,1.696337732894058
13019_2022-11-01,1.4985727239971194
13021_2022-11-01,6.584321316821906
13023_2022-11-01,1.4385137048546095
13025_2022-11-01,0.7532370340855041
13027_2022-11-01,1.022047500003511
13029_2022-11-01,6.246921964027013
13031_2022-11-01,3.3289124323533392
13033_2022-11-01,1.8464055018183456
13035_2022-11-01,3.401886095587394
13037_2022-11-01,0.7039190827953471
13039_2022-11-01,3.337015380424933
13043_2022-11-01,2.7150540152177376
13045_2022-11-01,5.09839937557858
13047_2022-11-01,2.8539417871381945
13049_2022-11-01,1.1818301268058122
13051_2022-11-01,6.952652627618803
13053_2022-11-01,1.4217010900886031
13055_2022-11-01,1.4829592273400851
13057_2022-11-01,16.028715489747245
13059_2022-11-01,6.4424367524772785
13061_2022-11-01,0.8168410477225294
13063_2022-11-01,4.543427492196299
13065_2022-11-01,1.2369875167276778
13067_2022-11-01,16.95715593192433
13069_2022-11-01,1.5138201087963348
13071_2022-11-01,1.9297747092042592
13073_2022-11-01,7.193780030269533
13075_2022-11-01,1.4997042566503234
13077_2022-11-01,5.71670598495034
13079_2022-11-01,0.5268450169143591
13081_2022-11-01,1.5028448860601744
13083_2022-11-01,2.1354629524825017
13085_2022-11-01,7.811948552530213
13087_2022-11-01,2.5026105546284003
13089_2022-11-01,17.379343940975655
13091_2022-11-01,0.7386474020462612
13093_2022-11-01,0.6143569177287935
13095_2022-11-01,3.451516807857683
13097_2022-11-01,8.242980663084804
13099_2022-11-01,1.022047500003511
13101_2022-11-01,0.24153717355016213
13103_2022-11-01,3.414947550923455
13105_2022-11-01,2.1758550710113354
13107_2022-11-01,1.4695412967671877
13109_2022-11-01,1.4793180493290594
13111_2022-11-01,6.429916431601822
13113_2022-11-01,16.66633741851791
13115_2022-11-01,3.2112473453107038
13117_2022-11-01,16.35026829970785
13119_2022-11-01,4.052973848788245
13121_2022-11-01,20.56656509603093
13123_2022-11-01,5.537413171905289
13125_2022-11-01,1.2392971317349488
13127_2022-11-01,7.193780030269533
13129_2022-11-01,2.55977124653803
13131_2022-11-01,2.201570852760832
13133_2022-11-01,6.246921964027013
13135_2022-11-01,16.035419024160603
13137_2022-11-01,3.391338242736685
13139_2022-11-01,6.142179213632122
13141_2022-11-01,0.9705402321283992
13143_2022-11-01,2.9108213892890262
13145_2022-11-01,4.5387489404101835
13147_2022-11-01,2.823845987808455
13149_2022-11-01,1.5407788797387376
13151_2022-11-01,8.117246640040277
13153_2022-11-01,3.722588560664758
13155_2022-11-01,0.706693390000771
13157_2022-11-01,14.005533746605002
13159_2022-11-01,3.607721572466539
13161_2022-11-01,1.0370308881704553
13163_2022-11-01,1.6857747858518646
13165_2022-11-01,1.127525381825859
13167_2022-11-01,0.7584265023504245
13169_2022-11-01,2.0054629314109227
13171_2022-11-01,2.1400566230985154
13173_2022-11-01,0.9692344082700383
13175_2022-11-01,2.1758550710113354
13177_2022-11-01,2.8871161807590267
13179_2022-11-01,2.9566554162302348
13181_2022-11-01,2.3288233845622814
13183_2022-11-01,1.3229611736297835
13185_2022-11-01,4.036405428514992
13187_2022-11-01,3.794303047566797
13189_2022-11-01,1.659638711028291
13191_2022-11-01,2.061622799963934
13193_2022-11-01,1.0937253909183886
13195_2022-11-01,2.5721193859249154
13197_2022-11-01,1.5138568430559993
13199_2022-11-01,2.026750840937103
13201_2022-11-01,1.0636181213807492
13205_2022-11-01,1.1700044679419606
13207_2022-11-01,2.6587454017520167
13209_2022-11-01,0.6726636191463157
13211_2022-11-01,5.977294881736822
13213_2022-11-01,1.0206430369758237
13215_2022-11-01,4.236040155002652
13217_2022-11-01,5.313357162680469
13219_2022-11-01,7.616937917658533
13221_2022-11-01,1.7857089854362584
13223_2022-11-01,5.387936762483991
13225_2022-11-01,3.8580181862042484
13227_2022-11-01,7.176080398003101
13229_2022-11-01,1.736911663246414
13231_2022-11-01,3.2192433053366205
13233_2022-11-01,2.2844157775373075
13235_2022-11-01,1.281408645003279
13237_2022-11-01,3.9516227318483086
13239_2022-11-01,0.7469458626937464
13241_2022-11-01,5.977294881736822
13243_2022-11-01,0.6095525752755664
13245_2022-11-01,3.796340686518619
13247_2022-11-01,9.137274986723632
13249_2022-11-01,0.9680905318265847
13251_2022-11-01,2.485662548501251
13253_2022-11-01,0.9377089149370018
13255_2022-11-01,4.0346190921576195
13257_2022-11-01,2.98661265449238
13259_2022-11-01,0.8396660249252628
13261_2022-11-01,1.7831231749179766
13263_2022-11-01,0.9576010839345436
13265_2022-11-01,0.46900467616411096
13267_2022-11-01,1.4961587687275688
13269_2022-11-01,1.237690029085643
13271_2022-11-01,0.7584265023504245
13273_2022-11-01,0.8904433240325121
13275_2022-11-01,4.291196973567625
13277_2022-11-01,2.1059749283257987
13279_2022-11-01,2.0334098048162557
13281_2022-11-01,7.759973349123633
13283_2022-11-01,0.8325523914050215
13285_2022-11-01,5.016356776330822
13287_2022-11-01,1.5773610619772636
13289_2022-11-01,1.8559737119867183
13291_2022-11-01,6.284063777976749
13293_2022-11-01,1.9078789607507034
13295_2022-11-01,2.9682646259032737
13297_2022-11-01,8.661755789901719
13299_2022-11-01,2.0224211431415178
13301_2022-11-01,1.5138201087963348
13303_2022-11-01,1.2818529563628993
13305_2022-11-01,1.7817341470347494
13307_2022-11-01,0.7774368823178934
13309_2022-11-01,0.8711699623341289
13311_2022-11-01,4.313625582244726
13313_2022-11-01,4.079534309207678
13315_2022-11-01,0.7283899040634428
13317_2022-11-01,2.5438759967329814
13319_2022-11-01,2.3011626763047883
13321_2022-11-01,0.8990556363174605
15001_2022-11-01,7.647149756653072
15003_2022-11-01,5.963002403379122
15005_2022-11-01,0.8168410477225294
15007_2022-11-01,16.109790081693138
15009_2022-11-01,16.750457103766465
16001_2022-11-01,16.652323940100242
16003_2022-11-01,3.1007517636416497
16005_2022-11-01,4.271841299850507
16007_2022-11-01,2.9898528507524453
16009_2022-11-01,2.7325434400739623
16011_2022-11-01,3.4682891652738537
16013_2022-11-01,14.657191667117923
16015_2022-11-01,5.300477057256101
16017_2022-11-01,9.036742444119144
16019_2022-11-01,7.8153419329718705
16021_2022-11-01,79.52108796555929
16023_2022-11-01,0.818884796466306
16025_2022-11-01,1.6470351847519367
16027_2022-11-01,4.757507260572478
16029_2022-11-01,1.8873127549759332
16031_2022-11-01,3.1432609360911123
16033_2022-11-01,0.8298865751391825
16035_2022-11-01,2.1770562079019853
16037_2022-11-01,4.520132972307665
16039_2022-11-01,2.152452440058207
16041_2022-11-01,3.09957024052438
16043_2022-11-01,4.709700124952233
16045_2022-11-01,5.582032540057913
16047_2022-11-01,1.8497507294184778
16049_2022-11-01,4.709700124952233
16051_2022-11-01,7.496954256642944
16053_2022-11-01,1.9078673062150093
16055_2022-11-01,9.137274986723632
16057_2022-11-01,4.792879856000505
16059_2022-11-01,3.578635675494638
16061_2022-11-01,1.0635190512833683
16063_2022-11-01,0.9889814117748466
16065_2022-11-01,6.461392616899815
16067_2022-11-01,2.331464312784389
16069_2022-11-01,3.8563263741835554
16071_2022-11-01,3.353400989721114
16073_2022-11-01,2.076784824863753
16075_2022-11-01,3.1638298178822395
16077_2022-11-01,3.5557817370098603
16079_2022-11-01,3.505665687344736
16081_2022-11-01,8.514492539874038
16083_2022-11-01,5.34970810092147
16085_2022-11-01,8.794766474682532
16087_2022-11-01,2.6571912784812324
17001_2022-11-01,4.10993104031034
17003_2022-11-01,1.8878622312363318
17005_2022-11-01,2.81875936113083
17007_2022-11-01,3.1295229945767566
17009_2022-11-01,1.710349806065157
17011_2022-11-01,2.3708979482301
17013_2022-11-01,1.7817341470347494
17015_2022-11-01,7.176080398003101
17017_2022-11-01,0.706693390000771
17019_2022-11-01,5.2599342765508945
17021_2022-11-01,1.6614309620234433
17023_2022-11-01,1.3226942787611025
17025_2022-11-01,1.7046439508183509
17027_2022-11-01,2.479677106531096
17029_2022-11-01,2.9658879517152883
17031_2022-11-01,8.242980663084804
17033_2022-11-01,1.8239549173071117
17035_2022-11-01,1.335518258227967
17037_2022-11-01,21.968020770158102
17039_2022-11-01,1.9463294749723794
17041_2022-11-01,2.9323371142587704
17043_2022-11-01,12.703847405236623
17045_2022-11-01,1.2089576250362977
17047_2022-11-01,0.6011272604617899
17049_2022-11-01,10.162599416601664
17051_2022-11-01,1.2369875167276778
17053_2022-11-01,2.1060733612438045
17055_2022-11-01,2.0028619390302507
17057_2022-11-01,1.340196387659195
17059_2022-11-01,1.7439929463345964
17061_2022-11-01,1.2019612490261178
17063_2022-11-01,3.3983854589734674
17065_2022-11-01,1.6520009721075963
17067_2022-11-01,2.8505739082744834
17069_2022-11-01,1.53547108621035
17071_2022-11-01,0.6601912278087548
17073_2022-11-01,2.1758550710113354
17075_2022-11-01,1.511718477349506
17077_2022-11-01,4.313625582244726
17079_2022-11-01,1.3696470105479543
17081_2022-11-01,2.356818869794261
17083_2022-11-01,1.4669308229076288
17085_2022-11-01,4.520132972307665
17087_2022-11-01,1.146914069238468
17089_2022-11-01,5.951800007069955
17091_2022-11-01,3.061622997198542
17093_2022-11-01,5.680161633662315
17095_2022-11-01,2.392725017841822
17097_2022-11-01,9.450908690763402
17099_2022-11-01,3.5062264182894247
17101_2022-11-01,0.8325523914050215
17103_2022-11-01,2.4572283402931507
17105_2022-11-01,2.305339737726144
17107_2022-11-01,1.4979077863378942
17109_2022-11-01,2.391533504414285
17111_2022-11-01,7.616937917658533
17113_2022-11-01,5.31189482252525
17115_2022-11-01,3.232664954100672
17117_2022-11-01,1.9309662226317963
17119_2022-11-01,4.778676265286015
17121_2022-11-01,1.919808449380241
17123_2022-11-01,1.5407788797387376
17125_2022-11-01,1.1585460652809059
17127_2022-11-01,1.9421742320329123
17129_2022-11-01,2.4886018932398546
17131_2022-11-01,2.1779934367178284
17133_2022-11-01,4.372928865287649
17135_2022-11-01,2.6728604423896933
17137_2022-11-01,1.5589699921795275
17139_2022-11-01,2.6602015561063053
17141_2022-11-01,3.126875326794931
17143_2022-11-01,4.520132972307665
17145_2022-11-01,0.9318007711423265
17147_2022-11-01,5.079664881481633
17149_2022-11-01,1.278062139816092
17151_2022-11-01,0.6340233965436621
17153_2022-11-01,1.6129245055083183
17155_2022-11-01,2.5721193859249154
17157_2022-11-01,1.5979013092101422
17159_2022-11-01,2.0076012971174158
17161_2022-11-01,3.781146590649975
17163_2022-11-01,3.781146590649975
17165_2022-11-01,1.8906089185335
17167_2022-11-01,17.22673765119392
17169_2022-11-01,1.0149225919918354
17171_2022-11-01,1.0635190512833683
17173_2022-11-01,1.1339976655740305
17175_2022-11-01,2.1853038426936213
17177_2022-11-01,5.079664881481633
17179_2022-11-01,3.0777776579958727
17181_2022-11-01,1.5240338504284994
17183_2022-11-01,1.8638380269679888
17185_2022-11-01,1.5811689578529107
17187_2022-11-01,1.3229611736297835
17189_2022-11-01,2.4219021404742205
17191_2022-11-01,0.8990556363174605
17193_2022-11-01,1.7041479901023584
17195_2022-11-01,2.9262974529556396
17197_2022-11-01,16.69537387821203
17199_2022-11-01,3.2835388270265575
17201_2022-11-01,4.284896369199905
17203_2022-11-01,2.6722136280804185
18001_2022-11-01,2.099214954171907
18003_2022-11-01,5.489065343551935
18005_2022-11-01,3.313966112846427
18007_2022-11-01,3.3636120241096905
18009_2022-11-01,1.2323830488083363
18011_2022-11-01,8.117246640040277
18013_2022-11-01,5.065565513756644
18015_2022-11-01,1.3695226994757268
18017_2022-11-01,1.4829592273400851
18019_2022-11-01,5.469505827382478
18021_2022-11-01,1.9489535838391177
18023_2022-11-01,2.0049310270653904
18025_2022-11-01,1.3276764190173658
18027_2022-11-01,1.6612978121681174
18029_2022-11-01,2.895627293420382
18031_2022-11-01,4.520132972307665
18033_2022-11-01,3.31277459941889
18035_2022-11-01,2.95903209041822
18037_2022-11-01,3.0789691714234095
18039_2022-11-01,6.888216945657142
18041_2022-11-01,3.232664954100672
18043_2022-11-01,5.71670598495034
18045_2022-11-01,1.6405709260665713
18047_2022-11-01,1.685172942744706
18049_2022-11-01,1.6252523046319876
18051_2022-11-01,6.429916431601822
18053_2022-11-01,1.9367485604113386
18055_2022-11-01,1.8783654999544654
18057_2022-11-01,17.105252698593052
18059_2022-11-01,4.495880086301693
18061_2022-11-01,2.173905851675577
18063_2022-11-01,4.6653831268610215
18065_2022-11-01,1.890678392625022
18067_2022-11-01,2.912012902716563
18069_2022-11-01,2.7794546894214855
18071_2022-11-01,2.4081799642368966
18073_2022-11-01,7.503739543609913
18075_2022-11-01,1.5279477709808194
18077_2022-11-01,1.7559569941497506
18079_2022-11-01,1.191308425719922
18081_2022-11-01,4.782561734552222
18083_2022-11-01,1.8636466734373736
18085_2022-11-01,6.168957313105577
18087_2022-11-01,1.4627757131770174
18089_2022-11-01,4.079534309207678
18091_2022-11-01,3.098378727096843
18093_2022-11-01,2.2241158441336504
18095_2022-11-01,2.8594997161614706
18097_2022-11-01,6.749460523163619
18099_2022-11-01,3.551137193612818
18101_2022-11-01,1.6440983196562917
18103_2022-11-01,1.0149225919918354
18105_2022-11-01,5.313357162680469
18107_2022-11-01,2.025799444196904
18109_2022-11-01,2.8657680041431277
18111_2022-11-01,1.4439049961132926
18113_2022-11-01,2.026750840937103
18115_2022-11-01,1.4295766236111378
18117_2022-11-01,2.4603657103659944
18119_2022-11-01,2.2593347849082424
